received_at_unix_s,received_at_monotonic_s,run_id,controller_fault_flags,controller_saturation_flags,imu_timestamp_us,t_sec,age_ms,pitch_deg,pitch_rate_dps,raw_acc_pitch_deg,fused_pitch_deg,gyro_pitch_rate_dps,filtered_pitch_rate_dps,u_sps,turn_sps,target_velocity_sps,applied_velocity_feedforward_sps,vel_error,measured_vel_sps,velocity_p_term_deg,velocity_i_term_deg,pitch_error_deg,pitch_sp_deg,rate_setpoint_dps,rate_error_dps,left_target_sps,right_target_sps,left_applied_sps,right_applied_sps,motor_update_dt_ms,motor_feedback_age_ms,left_actual_steps,right_actual_steps,command_saturated,actuator_fault
1784742957.6292088,386126.0666937,0,0,0,0,55.82749938964844,0.1490000039339065,-1.9730933904647827,-13.458279609680176,2.977341651916504,-1.9730933904647827,-12.827473640441896,-13.458279609680176,326.2685546875,0.0,0.0,578.0722045898438,-520.895263671875,548.176513671875,-1.97940194606781,-1.4111608266830444,-1.4174692630767822,-3.3905627727508545,-42.6673583984375,-29.209081649780277,326.2685546875,326.2685546875,200.0,200.0,2.5,0.0,-9422,-9656,False,False
1784742957.6293948,386126.0668825,0,0,0,0,55.82999801635742,0.2460000067949295,-1.999309778213501,-10.385212898254396,-22.23840713500977,-1.999309778213501,-9.064981460571287,-10.385212898254396,358.0894470214844,0.0,0.0,578.0722045898438,-520.895263671875,543.7291259765625,-1.97940194606781,-1.4111608266830444,-1.391252875328064,-3.3905627727508545,-42.44305038452149,-32.057838439941406,358.0894470214844,358.0894470214844,200.0,200.0,2.499000072479248,2.499000072479248,-9422,-9656,False,False
1784742957.6332676,386126.0707525,0,0,0,0,55.83250045776367,0.3490000069141388,-2.021540880203247,-7.963451385498047,-32.50325012207031,-2.021540880203247,-5.871238231658936,-7.963451385498047,382.6047668457031,0.0,0.0,578.0722045898438,-520.895263671875,530.808837890625,-1.97940194606781,-1.4111608266830444,-1.369021773338318,-3.3905627727508545,-42.216007232666016,-34.25255584716797,382.6047668457031,382.6047668457031,400.0,400.0,2.503000020980835,0.0020000000949949,-9421,-9655,False,False
1784742957.635687,386126.0731707,0,0,0,0,55.834999084472656,0.4410000145435333,-2.035782814025879,-5.334852695465088,-13.611756324768066,-2.035782814025879,-4.287491321563721,-5.334852695465088,426.2136535644531,0.0,0.0,552.9945678710938,-530.808837890625,524.9312744140625,-2.017073631286621,-1.4111608266830444,-1.3924516439437866,-3.428234338760376,-43.49148178100586,-38.1566276550293,426.2136535644531,426.2136535644531,400.0,400.0,2.497999906539917,2.5,-9421,-9655,False,False
1784742957.6372137,386126.074699,0,0,0,0,55.83749771118164,0.5320000052452087,-2.049675464630127,-6.068994522094727,-10.851000785827637,-2.049675464630127,-6.956235885620117,-6.068994522094727,411.4072265625,0.0,0.0,552.9945678710938,-530.808837890625,522.2490844726562,-2.017073631286621,-1.4111608266830444,-1.3785589933395386,-3.428234338760376,-42.900089263916016,-36.831092834472656,411.4072265625,411.4072265625,400.0,400.0,2.499000072479248,4.999000072479248,-9421,-9655,False,False
1784742957.6412375,386126.0787224,0,0,0,0,55.84000015258789,0.6460000276565552,-2.058499574661255,-4.075565338134766,23.337127685546875,-2.058499574661255,-4.681240558624268,-4.075565338134766,434.9732360839844,0.0,0.0,552.9945678710938,-530.808837890625,510.1409912109375,-2.017073631286621,-1.4111608266830444,-1.3697346448898315,-3.428234338760376,-43.016395568847656,-38.94083023071289,434.9732360839844,434.9732360839844,400.0,400.0,2.500999927520752,2.5,-9419,-9653,False,False
1784742957.643237,386126.0807214,0,0,0,0,55.842506408691406,0.75,-2.0662643909454346,-3.221124649047852,34.85820770263672,-2.0662643909454346,-3.20249342918396,-3.221124649047852,443.65087890625,0.0,0.0,552.9945678710938,-530.808837890625,504.613525390625,-2.017073631286621,-1.4111608266830444,-1.3619699478149414,-3.428234338760376,-42.93881607055664,-39.71768951416016,443.65087890625,443.65087890625,400.0,400.0,2.506999969482422,0.0070000002160668,-9417,-9651,False,False
1784742957.645255,386126.082741,0,0,0,0,55.84499740600586,0.8299999833106995,-2.074622631072998,-3.081942081451416,28.062353134155277,-2.074622631072998,-2.3974950313568115,-3.081942081451416,442.5288696289063,0.0,0.0,552.9945678710938,-530.808837890625,502.1087646484375,-2.017073631286621,-1.4111608266830444,-1.3536115884780884,-3.428234338760376,-42.69918441772461,-39.61724090576172,442.5288696289063,442.5288696289063,400.0,400.0,2.492000102996826,2.499000072479248,-9417,-9651,False,False
1784742957.6472197,386126.0847045,0,0,0,0,55.84749984741211,0.9409999847412108,-2.0850868225097656,-4.809720039367676,23.507631301879883,-2.0850868225097656,-5.678738594055176,-4.809720039367676,415.629150390625,0.0,0.0,552.9945678710938,-530.808837890625,500.9614562988281,-2.017073631286621,-1.4111608266830444,-1.3431475162506104,-3.428234338760376,-42.018775939941406,-37.20905685424805,415.629150390625,415.629150390625,400.0,400.0,2.5,4.999000072479248,-9417,-9651,False,False
1784742957.6515963,386126.0890799,0,0,0,0,55.84999847412109,1.0360000133514404,-2.0929079055786133,-4.771177291870117,7.638885974884033,-2.0929079055786133,-7.376235008239746,-4.771177291870117,413.3501586914063,0.0,0.0,552.9945678710938,-530.808837890625,489.5601501464844,-2.017073631286621,-1.4111608266830444,-1.3353263139724731,-3.428234338760376,-41.77620697021485,-37.00503158569336,413.3501586914063,413.3501586914063,400.0,400.0,2.499000072479248,2.497999906539917,-9415,-9649,False,False
1784742957.6532934,386126.090776,0,0,0,0,55.85250854492188,1.1260000467300415,-2.1013951301574707,-4.010324954986572,-31.88975524902344,-2.1013951301574707,-4.899990081787109,-4.010324954986572,420.5150146484375,0.0,0.0,552.9945678710938,-530.808837890625,484.3465270996094,-2.017073631286621,-1.4111608266830444,-1.3268392086029053,-3.428234338760376,-41.65678787231445,-37.646461486816406,420.5150146484375,420.5150146484375,400.0,400.0,2.509000062942505,0.0070000002160668,-9413,-9647,False,False
1784742957.6552193,386126.0927041,0,0,0,0,55.85501480102539,0.0469999983906745,-2.1104936599731445,-1.2117676734924316,29.837810516357425,-2.1104936599731445,0.428749144077301,-1.2117676734924316,391.66595458984375,0.0,0.0,525.616943359375,-484.3465270996094,481.9767761230469,-1.840516805648804,-1.4111608266830444,-1.141183853149414,-3.2516775131225586,-36.27552795410156,-35.06376266479492,391.66595458984375,391.66595458984375,400.0,400.0,2.507999897003174,2.515000104904175,-9413,-9647,False,False
1784742957.6580534,386126.0955376,0,0,0,0,55.85749816894531,0.1340000033378601,-2.1109049320220947,-0.6216771602630615,2.629504680633545,-2.1109049320220947,-2.3974950313568115,-0.6216771602630615,399.4286193847656,0.0,0.0,525.616943359375,-484.3465270996094,480.9058227539063,-1.840516805648804,-1.4111608266830444,-1.1407727003097534,-3.2516775131225586,-36.38039016723633,-35.75871276855469,399.4286193847656,399.4286193847656,400.0,400.0,2.483999967575073,4.999000072479248,-9413,-9647,False,False
1784742957.6618805,386126.0993655,0,0,0,0,55.86000061035156,0.2370000034570694,-2.116286516189575,-3.3737306594848637,-9.790230751037598,-2.116286516189575,-5.687488555908203,-3.3737306594848637,360.6161804199219,0.0,0.0,525.616943359375,-484.3465270996094,469.5317687988281,-1.840516805648804,-1.4111608266830444,-1.135391116142273,-3.2516775131225586,-35.657772064208984,-32.28403854370117,360.6161804199219,360.6161804199219,400.0,400.0,2.5,2.499000072479248,-9411,-9645,False,False
1784742957.6631386,386126.1006247,0,0,0,0,55.86249923706055,0.3330000042915344,-2.12034010887146,-1.1042733192443848,-4.651257991790772,-2.12034010887146,-1.1724976301193235,-1.1042733192443848,389.5872802734375,0.0,0.0,525.616943359375,-484.3465270996094,464.3458862304688,-1.840516805648804,-1.4111608266830444,-1.1313374042510986,-3.2516775131225586,-35.9819450378418,-34.87767028808594,389.5872802734375,389.5872802734375,400.0,400.0,2.5,4.999000072479248,-9411,-9645,False,False
1784742957.665726,386126.1032103,0,0,0,0,55.8650016784668,0.4370000064373016,-2.1121416091918945,3.959139585494995,21.224164962768555,-2.1121416091918945,4.821240425109863,3.959139585494995,460.3885192871094,0.0,0.0,525.616943359375,-484.3465270996094,451.09326171875,-1.840516805648804,-1.4111608266830444,-1.1395360231399536,-3.2516775131225586,-37.256980895996094,-41.216121673583984,460.3885192871094,460.3885192871094,400.0,400.0,2.502000093460083,2.500999927520752,-9409,-9643,False,False
1784742957.6672063,386126.1046913,0,0,0,0,55.86750030517578,0.5239999890327454,-2.107033491134644,1.8113716840744016,34.57176971435547,-2.107033491134644,1.2687474489212036,1.8113716840744016,433.4253845214844,0.0,0.0,525.616943359375,-484.3465270996094,423.29534912109375,-1.840516805648804,-1.4111608266830444,-1.144644021987915,-3.2516775131225586,-36.99088287353516,-38.80225372314453,433.4253845214844,433.4253845214844,400.0,400.0,2.5,0.0010000000474974,-9407,-9641,False,False
