t_rel_s,pitch_deg,pitch_rate_dps,balance_command_sps,target_velocity_sps,completed_velocity_sps,left_applied_sps,right_applied_sps,controller_saturation_flags,controller_fault_flags,motor_update_dt_ms,motor_feedback_age_ms,left_actual_steps,right_actual_steps
2.722491,-0.19113757346044405,0.03518562668617767,-45.43073773384094,0.0,-15.01403085461027,-0.0,-0.0,0,0,2.5010000000000003,2.501,5386,5386
2.74249,-0.18928238284784432,-3.827429035092341,-136.3642692565918,0.0,-19.01959812769689,-200.0,-200.0,0,0,2.5,2.5,5385,5385
2.762491,-0.1836328295965288,5.597546857178651,-20.259881019592285,0.0,-93.92317356093898,-0.0,-0.0,0,0,2.5,2.501,5382,5382
2.78249,-0.10793600494442217,7.052263129518383,-46.065232157707214,0.0,-83.46271853104635,-200.0,-200.0,0,0,2.5,2.5,5381,5381
2.80249,-0.044074463646056376,-4.656553767359988,-203.01377773284912,0.0,-81.84281533470048,-200.0,-200.0,0,0,2.5,2.5,5380,5380
2.82249,0.05959946094848761,12.787798198098674,97.00807929039001,0.0,-99.13916298682723,0.0,0.0,0,0,2.5,2.5,5377,5377
2.84249,0.07686205794920681,-5.383079098958339,-138.6451005935669,0.0,-60.94394644847918,-0.0,-0.0,0,0,2.5,2.5,5377,5377
2.86249,0.26754541105564583,15.79077605525374,213.84961605072021,0.0,-58.21352584580723,200.0,200.0,0,0,2.5,2.501,5376,5376
2.882489,0.24780794487889857,-8.133895046202015,6.170415878295898,0.0,37.15506922966635,0.0,0.0,0,0,2.5,2.499,5379,5379
2.90249,0.23048500176502598,3.058743241120387,162.46216297149658,0.0,48.45841354263178,200.0,200.0,0,0,2.499,0.001,5379,5379
2.92249,0.16192901520118227,-1.8192240535091404,124.23717975616455,0.0,67.16661048430402,0.0,0.0,0,0,2.5,0.001,5381,5381
2.942489,0.14588915361809585,-7.408306883479378,41.18219316005707,0.0,88.42985621178617,200.0,200.0,0,0,2.4979999999999998,0.0,5384,5384
2.962489,-0.018838877261420767,-0.9186831236562851,91.91100001335144,0.0,114.21787805313447,0.0,0.0,0,0,2.4979999999999998,7.491,5385,5385
2.98249,0.019732384179396118,-5.493926696530395,49.05568063259125,0.0,98.16495271842716,200.0,200.0,0,0,2.4979999999999998,4.999,5386,5386
3.002491,-0.165996571736862,-2.7484217264884343,34.3315064907074,0.0,62.75918931653261,0.0,0.0,0,0,2.5010000000000003,4.999,5388,5388
3.02249,-0.15076180774590595,-2.043055771940751,-2.722909487783909,0.0,59.95434334289578,-0.0,-0.0,0,0,2.5,4.999,5388,5388
3.042491,-0.29548491554498807,-4.301787676901847,-81.14369511604309,0.0,2.503158231609744,-0.0,-0.0,0,0,2.5010000000000003,0.001,5387,5387
3.06249,-0.285994878868843,3.3904890149170037,-62.40207552909851,0.0,-33.50768917041983,-200.0,-200.0,0,0,2.499,0.0,5386,5386
3.082489,-0.22780634414156967,-3.8070360374679106,-182.01736211776733,0.0,-59.31534120840531,-0.0,-0.0,0,0,2.4979999999999998,4.999,5385,5385
3.102489,-0.11608622048690007,12.162828503826988,35.841989517211914,0.0,-92.0030682476166,0.0,0.0,0,0,2.499,2.499,5382,5382
3.12249,-0.06800639087307626,-7.293532064561568,-223.2039451599121,0.0,-61.267592860433176,-0.0,-0.0,0,0,2.499,2.5,5382,5382
3.14249,-0.0134481015097522,11.482765632003517,65.53446650505066,0.0,-98.56037909002056,0.0,0.0,0,0,2.5,4.999,5379,5379
3.16249,0.03336049547897897,-6.064123603630122,-159.76520776748657,0.0,-57.62691496569197,-0.0,-0.0,0,0,2.499,4.999,5379,5379
3.182491,0.02560425734377709,7.111102062356228,12.999139726161957,0.0,-91.20090536180025,0.0,0.0,0,0,2.5010000000000003,0.0,5376,5376
3.202489,0.10899515537387693,-2.651302905641048,-79.7987163066864,0.0,-57.874905913840294,-0.0,-0.0,0,0,2.4979999999999998,2.499,5376,5376
3.22249,0.12146217041843196,10.591464484511494,103.76766920089722,0.0,-61.36323395254172,0.0,0.0,0,0,2.499,0.0,5375,5375
3.242489,0.19078801841954088,-4.415151613369739,-7.3058269917964935,0.0,-1.943137230579808,-0.0,-0.0,0,0,2.499,2.498,5376,5376
3.262491,0.19896185841007938,3.368908308771228,109.25678014755249,0.0,-0.0036264182362032984,0.0,0.0,0,0,2.5010000000000003,4.999,5376,5376
3.282489,0.12548116349025398,-6.877129926591789,-56.78693652153015,0.0,39.523857221914206,-0.0,-0.0,0,0,2.542,4.999,5377,5377
3.302488,0.1611100232650924,-0.19111391556653085,97.16720581054688,0.0,18.3780338729368,200.0,200.0,0,0,2.5,2.5,5377,5377
3.322488,-7.975666626388145e-06,-5.561332208486866,-41.238975524902344,0.0,54.44323847708502,-0.0,-0.0,0,0,2.5,4.998,5379,5379
3.342489,0.03834948494557902,-1.8136061447505682,44.95471119880676,0.0,18.668163105248727,200.0,200.0,0,0,2.521,4.998,5378,5378
3.362487,-0.02252401005981372,1.53634060237832,57.01287388801575,0.0,21.678743494770615,0.0,0.0,0,0,2.499,7.498,5379,5379
3.382491,-0.0039229371098778295,-2.2575360256659094,-30.17188310623169,0.0,9.940816288874924,-0.0,-0.0,0,0,2.503,0.004,5379,5379
3.40249,-0.0020884699576661538,1.3189024321403424,39.53283131122589,0.0,3.764505921086788,0.0,0.0,0,0,2.496,4.998,5379,5379
3.42249,-0.024707025636277375,-1.2692252224386562,-25.245651602745056,0.0,0.007029999220805209,-0.0,-0.0,0,0,2.499,0.0,5379,5379
3.442492,-0.021385758070814036,-1.5943599417076513,-28.949758410453796,0.0,1.3119874897984417e-05,-0.0,-0.0,0,0,2.504,0.002,5379,5379
3.46249,-0.04665286149805559,0.21333837242586623,-11.612522602081299,0.0,2.4516014046830232e-08,-0.0,-0.0,0,0,2.5,0.0,5379,5379
3.482491,-0.05231366006915489,0.9560609483264005,-3.0126476660370827,0.0,-15.08925182256101,-0.0,-0.0,0,0,2.5010000000000003,2.501,5378,5378
3.502491,-0.036723599716643164,-2.3402173641542907,-67.6052987575531,0.0,-18.98338074743081,-0.0,-0.0,0,0,2.5010000000000003,2.5,5378,5378
3.522446,-0.04244749015223058,3.475431530301949,-1.5436077490448952,0.0,-34.080315891060636,-0.0,-0.0,0,0,2.456,2.456,5377,5377
3.54249,-0.03533311678997668,-4.29208804574437,-97.30544090270996,0.0,-20.475474554829734,-0.0,-0.0,0,0,2.5,2.5,5377,5377
3.56249,0.011742033244579442,5.6207879150759075,58.489298820495605,0.0,-18.994260916848027,0.0,0.0,0,0,2.5,0.034,5377,5377
3.582466,-0.017895740195636587,-2.6345580073736667,-66.04667901992798,0.0,-0.8300416310549349,-0.0,-0.0,0,0,2.476,2.476,5377,5377
3.602488,0.09211898490962113,2.215082708590547,58.701372146606445,0.0,-18.971142714376384,200.0,200.0,0,0,2.5010000000000003,4.998,5376,5376
3.622489,0.04869726623320344,-1.754745034564637,-20.09134292602539,0.0,-0.03541639443778686,-0.0,-0.0,0,0,2.5010000000000003,4.999,5377,5377
3.642491,0.053676530639919395,-1.187483406802224,0.18742800457403064,0.0,15.845942048035301,0.0,0.0,0,0,2.503,5.0,5377,5377
3.662487,0.048455726072503355,0.11062521305006859,40.63906669616699,0.0,1.7519169957180636,0.0,0.0,0,0,2.499,4.999,5377,5377
