t_rel_s,pitch_deg,pitch_rate_dps,balance_command_sps,target_velocity_sps,completed_velocity_sps,left_applied_sps,right_applied_sps,controller_saturation_flags,controller_fault_flags,motor_update_dt_ms,motor_feedback_age_ms,left_actual_steps,right_actual_steps
0.702488,0.06371580647605489,-3.1209755267355623,-212.06016540527344,0.0,-171.88088735814858,-0.0,-0.0,0,0,2.5010000000000003,9.998,5256,5256
0.722487,-0.14322656656674537,13.369392127166883,-73.15597534179688,0.0,-196.92266564817194,-400.0,-400.0,0,0,2.499,4.998,5252,5252
0.742487,0.18213167175762704,-4.578168155362596,-253.31974029541016,0.0,-97.44445259574933,-0.0,-0.0,0,0,2.499,0.0,5251,5251
0.762488,-0.13082084997361504,-2.3752370644488847,-188.86213302612305,0.0,-160.75804759247757,-400.0,-400.0,0,0,2.5,0.001,5246,5246
0.782486,-0.051905746668528124,1.0244031933581503,-218.7354564666748,0.0,-147.77929555504733,-200.0,-200.0,0,0,2.499,4.999,5242,5242
0.802489,-0.15409244903467256,19.38274100210854,-5.2859116345644,0.0,-297.06385600130676,-200.0,-200.0,0,0,2.499,0.002,5234,5234
0.822489,0.43473565842995676,5.722998810762603,-181.98858499526978,0.0,-189.38820882746012,-0.0,-0.0,0,0,2.499,2.499,5235,5235
0.842488,0.16355692828314328,-21.978341088771472,-461.80243492126465,0.0,-171.77237511356964,-400.0,-400.0,0,0,2.499,2.498,5231,5231
0.862489,0.04609123398458131,17.17257514541983,20.735950767993927,0.0,-178.91707423903188,0.0,0.0,0,0,2.5,2.499,5223,5223
0.88249,-0.005521953366103802,-21.977587360426035,-575.3882884979248,0.0,-239.47309600109728,-200.0,-200.0,0,0,2.5010000000000003,2.5,5223,5223
0.90249,-0.1151725164087492,15.394418982743286,-115.05870819091797,0.0,-268.8903643654692,-200.0,-200.0,0,0,2.5010000000000003,2.5,5213,5213
0.92249,0.04000427571949837,-10.3907910441227,-461.7280960083008,0.0,-242.3371162617328,-200.0,-200.0,0,0,2.5010000000000003,2.5,5210,5210
0.942489,-0.18902280377359007,7.313922653305963,-344.7927474975586,0.0,-374.91170734148153,-600.0,-600.0,0,0,2.5,2.499,5200,5200
0.962488,0.1906884691233878,3.322246998061108,-341.87095165252686,0.0,-309.1173367876216,-0.0,-0.0,0,0,2.4979999999999998,2.498,5196,5196
0.98249,-0.22044268625245936,-24.396013849136207,-804.9388885498047,0.0,-348.6121743973038,-800.0,-800.0,0,0,2.5010000000000003,2.5,5188,5188
1.002489,-0.052489358903100886,14.941996205150605,-318.8238859176636,0.0,-417.6071487514902,-200.0,-200.0,0,0,2.5,2.499,5175,5175
1.022489,-0.09146907482329218,1.35320807644546,-621.7996120452881,0.0,-513.6031018532582,-600.0,-600.0,0,0,2.499,2.499,5168,5168
1.04249,-0.030263596574619394,-1.2092049836884666,-661.8438720703125,0.0,-485.73964996037586,-600.0,-600.0,0,0,2.5,2.5,5156,5156
1.06249,-0.0008089034763477686,14.698236467134553,-465.9748077392578,0.0,-586.7636769652638,-600.0,-600.0,0,0,2.494,2.5,5143,5143
1.082489,0.6796987020786859,32.38912468377097,-50.9158730506897,0.0,-557.6126738546305,-0.0,-0.0,0,0,2.5,2.5,5135,5135
1.102496,0.8120479434310066,-9.395612574520504,-357.97576904296875,0.0,-373.0360747197647,-400.0,-400.0,0,0,2.507,2.507,5133,5133
1.122493,0.5911483080836327,-10.413199562509346,-441.2732124328613,0.0,-295.5653294251598,-400.0,-400.0,0,0,2.497,2.504,5124,5124
1.142492,0.3838402706480426,-11.771061615871615,-414.0716075897217,0.0,-369.6593055947206,-200.0,-200.0,0,0,2.5,2.503,5116,5116
1.162492,-0.1415215296501411,-37.322552318133575,-1048.49271774292,0.0,-415.7726669663508,-800.0,-800.0,0,0,2.499,2.503,5107,5107
1.18001,-0.7096436828088564,-31.22617040507686,-1221.9352722167969,0.0,-616.7198816537466,-1200.0,-1200.0,0,0,2.518,0.021,5087,5087
1.202491,-0.6796110855545429,65.79703416229016,-193.82705688476562,0.0,-993.9659723690387,-1000.0,-1000.0,0,0,2.497,2.502,5062,5062
1.22249,0.49905785359466615,33.192886762931856,-708.0908298492432,0.0,-919.4317999497026,-600.0,-600.0,0,0,2.502,0.0,5053,5053
1.242489,0.7707518635589163,11.569376291125312,-629.9365520477295,0.0,-748.3710954797748,-800.0,-800.0,0,0,2.499,4.999,5042,5042
1.262489,0.8810760356845854,-7.943089583712389,-654.6642303466797,0.0,-544.85025116232,-600.0,-600.0,0,0,2.5,4.999,5029,5029
1.282489,0.43790173371146984,-20.238479689030576,-911.2322807312012,0.0,-676.0289332127805,-1000.0,-1000.0,0,0,2.5,4.999,5016,5016
1.302489,0.2119608908022539,-6.1100280054665905,-918.1033134460449,0.0,-756.083300770447,-600.0,-600.0,0,0,2.4979999999999998,4.999,4997,4997
1.322489,0.26783119188040916,7.19088785497926,-825.4385948181152,0.0,-836.8740667137093,-800.0,-800.0,0,0,2.497,4.999,4981,4981
1.34249,0.595974477292362,4.939095258442466,-806.3601493835449,0.0,-793.7353460765809,-800.0,-800.0,0,0,2.4979999999999998,0.0,4963,4963
1.362489,0.8576838271403128,19.882180214155365,-398.16863536834717,0.0,-743.0333657873017,-600.0,-600.0,0,0,2.49,4.999,4952,4952
1.382487,0.9732523019637959,-5.693884689780168,-578.6145687103271,0.0,-630.1750351982248,-600.0,-600.0,0,0,2.493,4.997,4942,4942
1.40249,0.6750424995142988,-3.1260140875943567,-608.1014156341553,0.0,-619.9744834432822,-800.0,-800.0,0,0,2.496,0.0,4924,4924
1.422491,0.8976241031178651,9.126604837293494,-378.66013050079346,0.0,-624.0729901833221,-200.0,-200.0,0,0,2.502,0.001,4913,4913
1.442489,0.5875940713889629,-33.96346070123674,-1077.27689743042,0.0,-562.3816463820285,-800.0,-800.0,0,0,2.499,4.999,4907,4907
1.462491,-0.326215836350981,-41.38685650188859,-1383.4665298461914,0.0,-698.7564505029425,-1400.0,-1400.0,0,0,2.5,0.001,4880,4880
1.48249,-0.48411593469542513,0.7636440642367243,-1014.9317741394043,0.0,-1049.4140919833762,-1000.0,-1000.0,0,0,2.5010000000000003,0.0,4855,4855
1.502488,0.037685660232991865,54.443380137945795,-540.9119129180908,0.0,-1195.0820500568134,-1000.0,-1000.0,0,0,2.496,4.998,4838,4838
1.522487,0.6847290410701325,20.582971217791883,-996.9067573547363,0.0,-1028.2672984178116,-1000.0,-1000.0,0,0,2.4949999999999997,4.997,4822,4822
1.54249,1.0198241842179543,-1.361601934641266,-953.6110877990723,0.0,-903.4179816485756,-800.0,-800.0,0,0,2.502,0.0,4801,4801
1.562455,0.7015414780901197,-26.767205877988474,-1220.5015182495117,0.0,-836.091763264444,-1200.0,-1200.0,0,0,2.467,4.965,4787,4787
1.582463,0.1084206235577993,1.8938902454437567,-1082.6547622680664,0.0,-1006.791877796755,-1400.0,-1400.0,0,0,2.475,4.973,4761,4761
1.60249,0.4334863257838999,32.657947780177665,-810.4228019714355,0.0,-1188.7727683398346,-1000.0,-1000.0,0,0,2.5,0.0,4732,4732
1.622489,1.3937474756119566,31.299292884854875,-627.7198791503906,0.0,-1089.2816570515572,-400.0,-400.0,0,0,2.499,4.999,4721,4721
1.642491,1.5401225930007478,-12.374391329106643,-779.2596340179443,0.0,-767.8367108128883,-600.0,-600.0,0,0,2.5010000000000003,0.001,4704,4704
1.662489,1.0775115435370313,-30.61625963698764,-977.8915405273438,0.0,-685.0422667510002,-1000.0,-1000.0,0,0,2.5,4.999,4693,4693
1.682489,0.27796564056607576,-40.828496107589906,-1483.0683708190918,0.0,-872.3487016338406,-1200.0,-1200.0,0,0,2.5,4.999,4672,4672
1.7025,0.23651305071024853,13.125115926199145,-1049.2732048034668,0.0,-1093.4106311071648,-1000.0,-1000.0,0,0,2.511,0.01,4642,4642
1.72249,0.20515277820029496,-5.737580212303826,-1416.5583610534668,0.0,-1162.4772958109759,-1200.0,-1200.0,0,0,2.5010000000000003,0.0,4619,4619
1.74249,0.8362238701372379,68.38275078916726,-291.49444103240967,0.0,-1147.9750404735569,-200.0,-200.0,0,0,2.5010000000000003,0.0,4596,4596
1.76249,1.6831284938195874,14.270656777987643,-782.1614265441895,0.0,-901.6681959988789,-800.0,-800.0,0,0,2.5010000000000003,0.0,4589,4589
1.782489,1.5341517935970725,-24.930886314680276,-996.3088035583496,0.0,-699.4648716187286,-800.0,-800.0,0,0,2.499,4.999,4579,4579
1.80249,0.5753739712559978,-46.84015085534639,-1349.1230964660645,0.0,-717.1846410965031,-1400.0,-1400.0,0,0,2.5,0.0,4554,4554
1.822488,0.010234889901080143,-4.8587864281611415,-961.8756294250488,0.0,-1009.8389976157507,-1400.0,-1400.0,0,0,2.4979999999999998,4.998,4534,4534
1.842489,0.06992057384422799,15.021225679334155,-1079.1961669921875,0.0,-1155.4676776216147,-1200.0,-1200.0,0,0,2.5,4.999,4512,4512
1.862489,0.8294414603513661,25.511079985213534,-860.2805137634277,0.0,-1133.0956826657246,-600.0,-600.0,0,0,2.499,4.999,4491,4491
1.882489,0.8377944910476836,-17.28511468322089,-1324.439525604248,0.0,-961.4636143820459,-1000.0,-1000.0,0,0,2.5,4.999,4474,4474
1.902488,0.2955694744614659,-23.751586711309216,-1460.4033470153809,0.0,-1035.7764084005812,-1400.0,-1400.0,0,0,2.499,4.998,4448,4448
