received_at_unix_s,received_at_monotonic_s,run_id,seed,controller_fault_flags,controller_saturation_flags,imu_timestamp_us,t_sec,age_ms,pitch_deg,pitch_rate_dps,raw_acc_pitch_deg,fused_pitch_deg,gyro_pitch_rate_dps,filtered_pitch_rate_dps,u_sps,turn_sps,target_velocity_sps,vel_error,measured_vel_sps,velocity_p_term_deg,velocity_i_term_deg,pitch_error_deg,pitch_sp_deg,rate_setpoint_dps,rate_error_dps,command_saturated,actuator_fault,left_target_sps,right_target_sps,left_applied_sps,right_applied_sps,motor_update_dt_ms,motor_feedback_age_ms,left_actual_steps,right_actual_steps,plant_pitch_deg,plant_pitch_rate_dps,plant_position_m,plant_velocity_mps,target_wheel_velocity,actual_wheel_velocity,plant_velocity_error,f_cmd,f_app,external_force_n,external_com_bias_rad,x_ddot,theta_ddot,force_saturated,phase_error_steps,missed_steps,traction_limit_n,motor_force_limit_n,total_mass_scale,pitch_inertia_scale,motor_max_force_n,motor_no_load_speed_mps,motor_velocity_damping,motor_tau_s,traction_coefficient,pitch_damping,cart_damping,phase_error_limit_steps,tire_stiffness_n_per_m,tire_damping_n_s_per_m,wheel_equivalent_mass_kg
1784671657.3856783,314824.2793144,0,0,8,0,0,3.827497,0.453,-175.18503844127528,221.01212103420957,170.80818564929754,-175.18503844127528,222.94079810751043,221.01212103420957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.18503844127528,0.0,0.0,-221.01212103420957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-175.18503844127528,221.01212103420957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.386856,314824.2804955,0,0,8,0,0,3.830034,0.589,-174.64568937700346,225.80897440874915,169.05010896803526,-174.64568937700346,227.8932880690023,225.80897440874912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.64568937700346,0.0,0.0,-225.80897440874915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-174.64568937700346,225.80897440874915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.3890698,314824.2827082,0,0,8,0,0,3.832498,0.652,-174.09676655696896,229.34967715541475,162.11061343990764,-174.096766556969,230.6407824999359,229.34967715541472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.09676655696896,0.0,0.0,-229.34967715541475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-174.09676655696896,229.34967715541475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.391375,314824.2850135,0,0,8,0,0,3.834999,0.751,-173.54141232897737,232.1432926511995,167.7536671403196,-173.54141232897737,233.8082760795473,232.1432926511995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.54141232897737,0.0,0.0,-232.1432926511995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-173.54141232897737,232.1432926511995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.3944156,314824.2880546,0,0,8,0,0,3.837498,0.851,-172.97714841171336,236.1404649152416,171.619262533337,-172.97714841171333,237.798267991986,236.1404649152416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.97714841171336,0.0,0.0,-236.1404649152416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-172.97714841171336,236.1404649152416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.3963425,314824.2899824,0,0,8,0,0,3.839997,0.948,-172.4064593222913,237.83471227254097,161.73489253149802,-172.4064593222913,238.27076703424845,237.834712272541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.4064593222913,0.0,0.0,-237.83471227254097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-172.4064593222913,237.83471227254097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.3992577,314824.2928963,0,0,8,0,0,3.842498,1.049,-171.8343909807781,238.72287489648028,172.65391354896246,-171.8343909807781,239.36451481726343,238.72287489648028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.8343909807781,0.0,0.0,-238.72287489648028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-171.8343909807781,238.72287489648028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.404194,314824.2978324,0,0,8,0,0,3.844997,1.147,-171.2556072411782,241.8514328837511,170.98935229499028,-171.2556072411782,243.25825692479685,241.8514328837511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.2556072411782,0.0,0.0,-241.8514328837511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-171.2556072411782,241.8514328837511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4045367,314824.298177,0,0,8,0,0,3.847498,0.046,-170.3831970740106,243.04891489925464,162.9739892162939,-170.3831970740106,242.80325784706253,243.04891489925464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.3831970740106,0.0,0.0,-243.04891489925464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-170.3831970740106,243.04891489925464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4124668,314824.306105,0,0,8,0,0,3.849996,0.142,-169.80088825014053,243.6980600262985,174.88366265428414,-169.80088825014056,244.28200484969884,243.6980600262985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.80088825014053,0.0,0.0,-243.6980600262985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-169.80088825014053,243.6980600262985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4126608,314824.3063019,0,0,8,0,0,3.852498,0.247,-169.21344577065702,246.87791722065955,172.25878191639734,-169.21344577065702,248.4119964783634,246.87791722065955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.21344577065702,0.0,0.0,-246.87791722065955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-169.21344577065702,246.87791722065955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4128122,314824.3064537,0,0,8,0,0,3.854997,0.3409999999999999,-168.61827847834005,248.7221748865336,165.73681058819668,-168.61827847834005,249.26949474024715,248.7221748865336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.61827847834005,0.0,0.0,-248.7221748865336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-168.61827847834005,248.7221748865336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.413834,314824.3074732,0,0,8,0,0,3.857497,0.441,-168.02158508825343,249.88057836,168.69532808729804,-168.02158508825343,250.4419923636392,249.88057836000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.02158508825343,0.0,0.0,-249.88057836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-168.02158508825343,249.88057836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4171584,314824.3107959,0,0,8,0,0,3.859998,0.541,-167.42115428222354,251.4816792574297,172.8570552780575,-167.4211542822235,252.3057385858968,251.4816792574297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.42115428222354,0.0,0.0,-251.4816792574297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-167.42115428222354,251.4816792574297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.419016,314824.3126537,0,0,8,0,0,3.862498,0.64,-166.81670769029705,252.9709217914105,167.3724600219297,-166.81670769029708,253.4694862270247,252.97092179141043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.81670769029705,0.0,0.0,-252.9709217914105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-166.81670769029705,252.9709217914105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4259646,314824.3196016,0,0,8,0,0,3.864998,0.74,-166.2126563557454,252.34968639499905,164.32681892907183,-166.2126563557454,251.8507395081625,252.34968639499905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.2126563557454,0.0,0.0,-252.34968639499905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-166.2126563557454,252.34968639499905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.426246,314824.3198873,0,0,8,0,0,3.867498,0.837,-165.61101383257736,251.0151991855743,171.7927477827401,-165.61101383257738,250.48574227495985,251.01519918557432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.61101383257736,0.0,0.0,-251.0151991855743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-165.61101383257736,251.0151991855743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.426962,314824.3206027,0,0,8,0,0,3.869997,0.937,-165.01080821523843,251.21448631058777,171.06234300070025,-165.01080821523843,251.36074050137185,251.21448631058772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.01080821523843,0.0,0.0,-251.21448631058777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-165.01080821523843,251.21448631058777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.429947,314824.3235864,0,0,8,0,0,3.872533,1.072,-164.41080717776595,250.56035884669527,164.8035125460183,-164.41080717776592,250.0657431262821,250.5603588466953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.41080717776595,0.0,0.0,-250.56035884669527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-164.41080717776595,250.56035884669527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4317732,314824.3254142,0,0,8,0,0,3.874997,1.1329999999999998,-163.81509160885903,248.2959733640168,169.8594752658279,-163.815091608859,247.3182486953484,248.2959733640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.81509160885903,0.0,0.0,-248.2959733640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-163.81509160885903,248.2959733640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4356756,314824.3293144,0,0,8,0,0,3.877478,0.014,-162.92483529720974,248.57193931050492,175.1635858837126,-162.92483529720977,248.75324578666408,248.57193931050492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.92483529720974,0.0,0.0,-248.57193931050492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-162.92483529720974,248.57193931050492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4371724,314824.330811,0,0,8,0,0,3.879998,0.133,-162.33350024488317,246.44820732041865,164.63171907222863,-162.33350024488317,245.06075327120556,246.4482073204186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.33350024488317,0.0,0.0,-246.44820732041865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-162.33350024488317,246.44820732041865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4396353,314824.3332738,0,0,8,0,0,3.882497,0.2329999999999999,-161.75069280086785,243.11138090685435,170.67051166413714,-161.75069280086785,241.74450999310403,243.11138090685435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.75069280086785,0.0,0.0,-243.11138090685435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-161.75069280086785,243.11138090685435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.441984,314824.3356232,0,0,8,0,0,3.884998,0.3339999999999999,-161.17207353369645,241.7908507182785,174.59611014143672,-161.17207353369645,241.3595107734828,241.79085071827848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.17207353369645,0.0,0.0,-241.7908507182785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-161.17207353369645,241.7908507182785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4499748,314824.343613,0,0,8,0,0,3.887497,0.429,-160.5946444510578,240.85153570756484,172.3083705756087,-160.5946444510578,240.34451283084488,240.85153570756484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.5946444510578,0.0,0.0,-240.85153570756484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-160.5946444510578,240.85153570756484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4528835,314824.3465207,0,0,8,0,0,3.889999,0.532,-160.0221733864803,239.16622977797357,172.3556394881937,-160.0221733864803,238.4457666795309,239.1662297779736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0221733864803,0.0,0.0,-239.16622977797357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-160.0221733864803,239.16622977797357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.453082,314824.3467231,0,0,8,0,0,3.892497,0.627,-159.45318366395003,237.18429331402427,170.61635960803022,-159.45318366395003,236.22327118444443,237.18429331402427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.45318366395003,0.0,0.0,-237.18429331402427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-159.45318366395003,237.18429331402427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4531438,314824.3467854,0,0,8,0,0,3.894998,0.727,-158.89203554408925,233.75520451100303,169.44601756261915,-158.89203554408925,232.15452943162867,233.755204511003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.89203554408925,0.0,0.0,-233.75520451100303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-158.89203554408925,233.75520451100303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4540718,314824.3477107,0,0,8,0,0,3.897497,0.8260000000000001,-158.33965309178134,230.2362224106764,176.34466850545837,-158.33965309178134,228.6982864373013,230.2362224106764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.33965309178134,0.0,0.0,-230.2362224106764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-158.33965309178134,230.2362224106764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.4566014,314824.3502386,0,0,8,0,0,3.899997,0.924,-157.79285017014712,227.99354136144697,176.5369724437315,-157.79285017014715,226.9395400022132,227.99354136144697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.79285017014712,0.0,0.0,-227.99354136144697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-157.79285017014712,227.99354136144697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784671657.464929,314824.3585672,0,0,8,0,0,3.902497,1.023,-157.25535814512895,223.571929219132,169.28754401718038,-157.25535814512895,221.38330126449708,223.571929219132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.25535814512895,0.0,0.0,-223.571929219132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-157.25535814512895,223.571929219132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
