frame,video_time_s,video_pts,act_mean,act_max,act_p95,laser_x_px,laser_y_px,laser_integrated_brightness,laser_peak_brightness,laser_width_px,laser_confidence,laser_note
2676,89.039688900,8013572,83.333333300,202,196.600000000,666.841181000,459.778655000,424289.381000000,208.501000000,56.422845900,1.000000000,saturated
2677,89.073022200,8016572,83.583333300,201,197.750000000,666.887620000,459.719598000,423319.781000000,207.914000000,56.411492700,1.000000000,saturated
2678,89.106355600,8019572,83.916666700,209,197.900000000,666.899720000,459.579014000,423823.581000000,207.572000000,56.437515800,1.000000000,saturated
2679,89.139688900,8022572,84.416666700,209,199.900000000,666.944828000,459.741410000,425121.381000000,208.615000000,56.468802200,1.000000000,saturated
2680,89.172544400,8025529,83.708333300,208,198.200000000,667.081513000,459.560434000,422118.803000000,207.669000000,56.201853400,1.000000000,saturated
2681,89.205877800,8028529,83.958333300,207,198.200000000,667.105603000,459.593885000,422867.403000000,207.669000000,56.315095200,1.000000000,saturated
2682,89.239211100,8031529,83.750000000,208,197.750000000,667.147453000,459.560735000,420071.203000000,210.359000000,56.180938800,1.000000000,saturated
2683,89.272544400,8034529,81.875000000,205,194.750000000,667.172936000,459.614698000,412759.597000000,208.957000000,56.069722900,1.000000000,saturated
2684,89.305877800,8037529,82.541666700,205,195.900000000,667.054906000,459.612795000,421470.581000000,208.256000000,56.395256400,1.000000000,saturated
2685,89.339211100,8040529,81.625000000,202,193.050000000,667.101572000,459.388698000,427226.000000000,207.800000000,56.501699600,1.000000000,saturated
2686,89.372544400,8043529,80.291666700,199,189.050000000,667.053011000,459.413718000,431855.219000000,208.387000000,56.616055200,1.000000000,saturated
2687,89.405877800,8046529,80.875000000,197,187.050000000,667.138432000,459.551842000,426238.000000000,207.572000000,56.469477500,1.000000000,saturated
2688,89.438722200,8049485,79.750000000,202,195.750000000,667.018175000,459.512789000,427174.000000000,207.572000000,56.497396300,1.000000000,saturated
2689,89.472055600,8052485,81.291666700,207,198.600000000,666.915521000,459.649992000,421822.781000000,206.871000000,56.249319600,1.000000000,saturated
2690,89.505388900,8055485,82.166666700,208,196.050000000,666.898909000,459.797588000,415397.603000000,207.800000000,56.033258400,1.000000000,saturated
2691,89.538722200,8058485,82.416666700,207,195.050000000,666.926209000,459.746720000,415571.603000000,208.028000000,56.046218500,1.000000000,saturated
2692,89.572055600,8061485,82.625000000,207,197.200000000,667.088279000,459.591357000,405126.000000000,207.327000000,55.714067000,1.000000000,saturated
2693,89.605388900,8064485,80.791666700,205,195.500000000,667.097991000,459.571536000,414000.197000000,208.729000000,55.996830900,1.000000000,saturated
2694,89.638722200,8067485,80.666666700,204,194.500000000,667.093813000,459.490403000,414237.597000000,208.729000000,56.002672500,1.000000000,saturated
2695,89.672055600,8070485,80.625000000,202,194.500000000,667.096389000,459.417262000,413192.597000000,206.284000000,55.961521400,1.000000000,saturated
2696,89.704911100,8073442,81.375000000,201,192.800000000,667.074612000,459.428568000,417545.203000000,207.686000000,56.110271100,1.000000000,saturated
2697,89.738244400,8076442,81.458333300,201,192.800000000,667.229938000,459.328425000,420055.203000000,206.985000000,56.224348500,1.000000000,saturated
2698,89.771577800,8079442,82.250000000,200,194.950000000,667.228184000,459.279715000,413109.018000000,206.284000000,55.959768100,1.000000000,saturated
2699,89.804911100,8082442,81.958333300,199,192.950000000,667.212060000,459.348731000,413517.618000000,206.284000000,55.851590600,1.000000000,saturated
2700,89.838244400,8085442,81.083333300,203,197.250000000,667.229005000,459.256355000,431326.381000000,207.572000000,56.356436000,1.000000000,saturated
2701,89.871577800,8088442,81.541666700,204,198.250000000,667.173380000,459.273811000,435132.000000000,206.170000000,56.501061800,1.000000000,saturated
2702,89.904911100,8091442,81.416666700,204,198.550000000,667.192949000,459.298826000,424436.802000000,206.284000000,56.111081300,1.000000000,saturated
2703,89.938244400,8094442,80.791666700,203,198.550000000,667.160634000,459.238759000,425793.802000000,206.854000000,56.132785700,1.000000000,saturated
2704,89.971100000,8097399,81.041666700,204,199.550000000,667.137953000,459.124083000,424504.002000000,207.914000000,56.056936500,1.000000000,saturated
2705,90.004433300,8100399,81.583333300,203,199.550000000,667.439297000,459.168829000,402676.418000000,203.480000000,55.454476400,1.000000000,saturated
2706,90.037766700,8103399,80.958333300,200,196.550000000,667.513697000,459.182188000,402442.018000000,206.512000000,55.456321200,1.000000000,saturated
2707,90.071100000,8106399,79.916666700,200,196.400000000,667.377637000,459.261572000,403260.218000000,205.110000000,55.572396900,1.000000000,saturated
2708,90.104433300,8109399,79.541666700,200,197.400000000,667.294120000,459.345395000,413699.619000000,204.768000000,55.899868000,1.000000000,saturated
2709,90.137766700,8112399,80.791666700,206,199.800000000,667.403535000,459.252394000,412897.418000000,205.469000000,55.850714000,1.000000000,saturated
2710,90.171100000,8115399,79.916666700,205,198.800000000,667.395911000,459.414392000,422417.402000000,205.469000000,56.143240600,1.000000000,saturated
2711,90.204433300,8118399,79.708333300,201,195.950000000,667.523131000,459.513159000,422922.602000000,206.170000000,56.171410500,1.000000000,saturated
2712,90.237277800,8121355,79.166666700,201,195.950000000,667.469805000,459.319045000,427190.981000000,206.871000000,56.371738900,1.000000000,saturated
2713,90.270611100,8124355,80.666666700,201,197.100000000,667.467289000,459.198903000,427933.981000000,207.572000000,56.523419300,1.000000000,saturated
2714,90.303944400,8127355,80.250000000,200,195.950000000,667.432170000,459.073183000,428682.781000000,205.110000000,56.555198100,1.000000000,saturated
2715,90.337277800,8130355,80.125000000,204,199.500000000,667.376690000,459.036916000,433823.198000000,206.871000000,56.689103500,1.000000000,saturated
2716,90.370611100,8133355,80.250000000,204,198.500000000,667.341907000,459.167031000,438288.602000000,208.273000000,56.837525500,1.000000000,saturated
2717,90.403944400,8136355,80.333333300,204,199.500000000,667.518784000,459.237921000,435283.000000000,207.800000000,56.646064000,1.000000000,saturated
2718,90.437277800,8139355,80.458333300,205,199.350000000,667.426604000,459.194185000,433669.000000000,207.099000000,56.630624000,1.000000000,saturated
2719,90.470611100,8142355,79.375000000,205,201.050000000,667.368233000,459.213430000,435482.000000000,207.213000000,56.709836400,1.000000000,saturated
2720,90.503466700,8145312,78.541666700,204,200.600000000,667.504927000,459.091708000,425998.003000000,207.914000000,56.379338600,1.000000000,saturated
2721,90.536800000,8148312,79.041666700,203,200.900000000,667.492492000,459.105184000,425001.802000000,207.914000000,56.349011200,1.000000000,saturated
2722,90.570133300,8151312,79.166666700,204,200.950000000,667.366017000,459.098287000,429743.181000000,207.213000000,56.623442800,1.000000000,saturated
2723,90.603466700,8154312,80.458333300,203,202.100000000,667.344452000,459.189995000,431374.581000000,207.686000000,56.771243000,1.000000000,saturated
2724,90.636800000,8157312,79.958333300,201,200.400000000,667.483244000,459.262060000,425868.802000000,206.985000000,56.518043300,1.000000000,saturated
2725,90.670133300,8160312,79.833333300,200,199.400000000,667.482801000,459.206035000,424723.603000000,206.985000000,56.485376100,1.000000000,saturated
2726,90.703466700,8163312,79.750000000,201,200.250000000,667.464837000,459.056799000,422306.602000000,207.441000000,56.385000600,1.000000000,saturated
2727,90.736800000,8166312,78.916666700,198,197.250000000,667.440999000,459.123215000,423880.002000000,207.441000000,56.449036300,1.000000000,saturated
2728,90.769666700,8169270,79.625000000,198,197.250000000,667.323223000,459.013863000,430272.980000000,208.843000000,56.845527300,1.000000000,saturated
2729,90.803000000,8172270,80.458333300,200,198.700000000,667.326008000,459.067433000,430086.381000000,210.245000000,56.865294000,1.000000000,saturated
2730,90.836333300,8175270,80.291666700,203,197.950000000,667.330271000,459.270828000,422457.003000000,210.245000000,56.615408900,1.000000000,saturated
2731,90.869666700,8178270,79.583333300,199,196.950000000,667.266454000,459.310478000,422081.203000000,210.946000000,56.640364500,1.000000000,saturated
2732,90.903000000,8181270,80.291666700,199,196.950000000,667.270241000,459.360313000,414836.997000000,209.544000000,56.435720800,1.000000000,saturated
2733,90.936333300,8184270,80.583333300,200,197.950000000,667.267529000,459.341446000,414633.597000000,209.544000000,56.430363300,1.000000000,saturated
2734,90.969666700,8187270,80.125000000,200,197.800000000,666.999560000,459.535334000,424760.580000000,210.946000000,56.722260200,1.000000000,saturated
2735,91.003000000,8190270,79.791666700,201,197.800000000,666.929112000,459.402655000,420481.603000000,209.316000000,56.538464500,1.000000000,saturated
2736,91.035844400,8193226,79.583333300,200,197.800000000,667.024392000,459.448693000,413645.219000000,207.914000000,56.240433900,0.999793059,saturated
2737,91.069177800,8196226,79.166666700,204,197.500000000,667.067405000,459.567192000,409266.403000000,207.213000000,56.280090000,0.999753706,saturated
2738,91.102511100,8199226,79.791666700,201,196.200000000,667.103068000,459.556959000,410013.603000000,207.213000000,56.285030800,0.999754154,saturated
2739,91.135844400,8202226,81.208333300,204,198.050000000,666.943769000,459.627651000,421276.803000000,208.501000000,56.668693400,0.999789212,saturated
2740,91.169177800,8205226,81.583333300,204,198.350000000,667.086909000,459.506972000,414822.181000000,207.800000000,56.551980000,1.000000000,saturated
2741,91.202511100,8208226,79.333333300,204,196.900000000,667.224107000,459.694392000,402785.197000000,208.028000000,56.148808300,1.000000000,saturated
2742,91.235844400,8211226,79.958333300,204,197.750000000,667.182070000,459.431712000,413200.997000000,209.430000000,56.424851800,1.000000000,saturated
2743,91.269177800,8214226,80.375000000,207,201.300000000,667.054391000,459.335919000,418233.803000000,208.729000000,56.418976100,1.000000000,saturated
2744,91.302033300,8217183,81.250000000,207,202.300000000,666.979865000,459.297000000,419205.203000000,209.430000000,56.593477800,1.000000000,saturated
2745,91.335366700,8220183,80.875000000,207,203.150000000,667.043767000,459.288705000,406917.819000000,208.729000000,56.203808400,1.000000000,saturated
2746,91.368700000,8223183,80.916666700,210,203.850000000,666.905605000,459.317093000,418579.203000000,210.131000000,56.626506700,1.000000000,saturated
2747,91.402033300,8226183,79.791666700,213,204.550000000,666.891983000,459.335811000,424987.180000000,209.430000000,56.933051000,1.000000000,saturated
2748,91.435366700,8229183,80.083333300,214,206.400000000,666.882309000,459.409106000,425325.980000000,208.729000000,56.902682500,1.000000000,saturated
2749,91.468700000,8232183,79.583333300,213,203.700000000,667.011277000,459.485346000,425939.580000000,210.131000000,56.977294200,1.000000000,saturated
2750,91.502033300,8235183,80.375000000,215,207.400000000,667.021482000,459.245181000,422279.403000000,209.430000000,56.801361200,1.000000000,saturated
2751,91.535366700,8238183,80.208333300,216,206.400000000,666.906852000,459.272057000,432976.000000000,209.430000000,57.156829300,1.000000000,saturated
2752,91.568222200,8241140,80.541666700,215,206.550000000,667.109091000,459.017513000,432640.000000000,210.017000000,57.124910500,1.000000000,saturated
2753,91.601555600,8244140,81.000000000,215,208.550000000,667.090731000,458.952944000,434921.020000000,210.718000000,57.139378700,1.000000000,saturated
2754,91.634888900,8247140,81.333333300,213,196.350000000,667.232352000,458.837537000,433382.003000000,208.501000000,57.237182500,1.000000000,saturated
2755,91.668222200,8250140,80.041666700,213,197.050000000,667.160915000,458.927679000,430786.000000000,207.800000000,56.981743900,1.000000000,saturated
2756,91.701555600,8253140,79.958333300,213,197.050000000,667.259217000,458.723195000,430335.000000000,208.615000000,56.941968100,1.000000000,saturated
2757,91.734888900,8256140,79.666666700,210,195.050000000,667.119487000,458.788084000,436544.419000000,209.088000000,57.104454200,1.000000000,saturated
2758,91.768222200,8259140,79.500000000,210,195.200000000,667.077026000,458.775538000,436249.019000000,209.088000000,57.027945300,1.000000000,saturated
2759,91.801555600,8262140,80.375000000,212,198.050000000,667.209850000,458.638032000,434671.419000000,208.501000000,57.077681100,1.000000000,saturated
2760,91.834400000,8265096,79.125000000,212,196.200000000,667.161118000,458.877144000,426281.981000000,207.441000000,56.756498100,1.000000000,saturated
2761,91.867733300,8268096,79.125000000,210,194.350000000,667.129070000,458.872350000,431501.000000000,208.142000000,56.872513800,1.000000000,saturated
2762,91.901066700,8271096,78.958333300,208,194.350000000,667.185827000,458.951380000,426152.581000000,207.441000000,56.752677000,1.000000000,saturated
2763,91.934400000,8274096,79.208333300,207,192.650000000,667.283185000,459.043570000,419577.000000000,208.843000000,56.617111700,1.000000000,saturated
2764,91.967733300,8277096,78.958333300,204,190.800000000,667.344560000,459.012295000,406518.000000000,206.039000000,56.226809500,1.000000000,saturated
2765,92.001066700,8280096,78.416666700,201,188.800000000,667.066296000,459.017762000,418526.603000000,206.284000000,56.481650400,1.000000000,saturated
2766,92.034400000,8283096,78.291666700,203,191.650000000,667.185544000,459.110028000,416101.997000000,205.355000000,56.410550000,1.000000000,saturated
2767,92.067733300,8286096,79.041666700,203,191.650000000,667.384839000,459.110368000,408427.419000000,206.740000000,56.258975100,1.000000000,saturated
2768,92.100588900,8289053,79.125000000,206,194.350000000,667.498681000,459.234754000,408969.219000000,206.740000000,56.335396000,1.000000000,saturated
2769,92.133922200,8292053,78.958333300,206,196.350000000,667.301869000,459.187895000,407878.419000000,206.740000000,56.281783700,0.999886241,saturated
2770,92.167255600,8295053,79.708333300,206,195.350000000,667.254008000,459.223105000,412006.019000000,206.039000000,56.381245100,0.999887380,saturated
2771,92.200588900,8298053,78.875000000,203,194.350000000,667.291034000,459.132481000,419976.203000000,206.056000000,56.687302700,1.000000000,saturated
2772,92.233922200,8301053,78.583333300,199,191.800000000,667.439919000,459.216868000,419762.003000000,206.740000000,56.616503400,0.999878026,saturated
2773,92.267255600,8304053,78.500000000,198,190.950000000,667.405496000,459.109826000,420423.203000000,206.740000000,56.615057900,0.999878218,saturated
2774,92.300588900,8307053,78.708333300,198,191.800000000,667.497981000,459.012788000,419221.203000000,206.056000000,56.474282200,0.999877869,saturated
2775,92.333922200,8310053,78.875000000,199,192.950000000,667.474174000,458.987407000,417955.203000000,206.740000000,56.400428700,0.999877499,saturated
2776,92.366788900,8313011,78.458333300,198,191.550000000,667.462132000,459.066893000,419773.603000000,207.441000000,56.668701500,1.000000000,saturated
2777,92.400122200,8316011,77.125000000,196,189.400000000,667.444922000,458.910387000,419324.803000000,207.441000000,56.509459500,1.000000000,saturated
2778,92.433455600,8319011,78.375000000,197,189.400000000,667.291942000,458.909510000,421388.003000000,206.039000000,56.567558500,1.000000000,saturated
2779,92.466788900,8322011,78.291666700,197,190.250000000,667.144805000,458.917410000,427776.381000000,207.213000000,56.766461700,1.000000000,saturated
2780,92.500122200,8325011,78.125000000,198,192.400000000,667.114303000,458.953885000,427297.381000000,209.316000000,56.694881300,1.000000000,saturated
2781,92.533455600,8328011,78.541666700,196,193.400000000,667.099598000,458.890591000,427134.381000000,210.017000000,56.650040400,1.000000000,saturated
2782,92.566788900,8331011,79.583333300,200,197.100000000,667.198510000,458.869331000,420029.203000000,209.316000000,56.480533600,0.999935243,saturated
2783,92.600122200,8334011,79.541666700,201,197.500000000,667.241774000,458.828710000,413347.997000000,207.099000000,56.270552900,1.000000000,saturated
2784,92.632955600,8336966,79.666666700,200,196.350000000,667.183704000,458.839058000,419196.603000000,207.914000000,56.496084200,1.000000000,saturated
2785,92.666288900,8339966,78.708333300,199,195.350000000,666.970969000,458.909867000,420610.403000000,206.871000000,56.488822300,0.999935332,saturated
2786,92.699622200,8342966,77.958333300,199,195.200000000,667.026656000,458.948672000,422872.381000000,206.871000000,56.629388000,0.999861897,saturated
2787,92.732955600,8345966,78.666666700,198,196.200000000,667.077412000,459.004321000,418824.204000000,207.213000000,56.571746800,0.999883483,saturated
2788,92.766288900,8348966,79.541666700,198,196.350000000,667.016501000,458.986762000,419775.003000000,208.957000000,56.529035300,0.999883747,saturated
2789,92.799622200,8351966,78.958333300,197,194.350000000,667.068441000,458.842292000,418999.004000000,207.914000000,56.571286800,0.999707875,saturated
2790,92.832955600,8354966,80.458333300,194,192.400000000,666.989377000,458.967241000,429458.580000000,210.131000000,56.876647700,1.000000000,saturated
2791,92.866288900,8357966,79.916666700,193,191.700000000,667.099267000,458.969219000,425568.803000000,208.501000000,56.651690100,1.000000000,saturated
2792,92.899155600,8360924,78.833333300,192,190.700000000,667.088953000,458.886303000,430698.000000000,207.686000000,56.899022700,1.000000000,saturated
2793,92.932488900,8363924,80.083333300,197,193.250000000,667.050140000,458.830679000,431875.019000000,209.088000000,56.969292500,1.000000000,saturated
2794,92.965822200,8366924,80.625000000,197,185.400000000,666.953283000,458.977004000,434144.997000000,208.387000000,57.142987500,1.000000000,saturated
2795,92.999155600,8369924,81.041666700,193,187.950000000,667.029630000,459.114995000,432166.997000000,208.273000000,56.958807200,1.000000000,saturated
2796,93.032488900,8372924,80.458333300,191,185.250000000,667.159464000,459.209389000,426612.219000000,208.273000000,56.734881500,1.000000000,saturated
2797,93.065822200,8375924,81.125000000,193,188.100000000,667.148851000,459.220010000,424300.019000000,208.273000000,56.539174400,1.000000000,saturated
2798,93.099155600,8378924,81.000000000,192,185.100000000,667.123174000,459.197473000,419733.000000000,207.572000000,56.418541300,1.000000000,saturated
2799,93.132488900,8381924,80.375000000,190,185.400000000,667.084787000,459.042856000,421316.000000000,206.757000000,56.541874600,1.000000000,saturated
2800,93.165344400,8384881,82.208333300,196,192.650000000,667.264834000,459.109658000,414936.381000000,207.572000000,56.449406100,1.000000000,saturated
2801,93.198677800,8387881,81.375000000,192,190.650000000,667.240483000,459.168233000,415592.181000000,206.871000000,56.527733100,1.000000000,saturated
2802,93.232011100,8390881,80.875000000,190,187.500000000,667.151508000,459.245832000,413872.004000000,206.871000000,56.477940800,1.000000000,saturated
2803,93.265344400,8393881,81.375000000,191,188.650000000,667.027745000,459.227058000,411514.404000000,206.871000000,56.297081800,1.000000000,saturated
2804,93.298677800,8396881,81.625000000,190,188.650000000,667.018047000,459.478893000,415636.781000000,207.572000000,56.410275800,1.000000000,saturated
2805,93.332011100,8399881,81.250000000,196,192.650000000,666.963706000,459.350817000,421967.000000000,207.686000000,56.522966500,1.000000000,saturated
2806,93.365344400,8402881,81.750000000,196,193.650000000,666.990769000,459.285242000,426258.219000000,207.686000000,56.648248600,1.000000000,saturated
2807,93.398677800,8405881,82.375000000,198,195.200000000,667.090962000,459.315210000,426784.419000000,208.729000000,56.615556800,1.000000000,saturated
2808,93.431522200,8408837,81.166666700,196,192.350000000,667.125908000,459.153575000,428922.797000000,207.783000000,56.658425700,1.000000000,saturated
2809,93.464855600,8411837,81.125000000,196,192.200000000,667.211517000,459.160581000,423246.819000000,207.686000000,56.506472400,1.000000000,saturated
2810,93.498188900,8414837,80.500000000,198,193.900000000,667.294698000,459.113569000,413807.381000000,207.686000000,56.193088500,1.000000000,saturated
2811,93.531522200,8417837,79.916666700,198,193.600000000,667.202422000,459.159165000,415913.381000000,207.783000000,56.221807800,1.000000000,saturated
2812,93.564855600,8420837,80.208333300,199,193.450000000,667.047857000,459.340126000,415276.781000000,210.245000000,56.211920400,1.000000000,saturated
2813,93.598188900,8423837,79.333333300,197,190.750000000,667.029980000,459.315242000,407260.596000000,210.245000000,55.932119400,1.000000000,saturated
2814,93.631522200,8426837,80.125000000,198,192.750000000,667.054891000,459.215722000,410912.804000000,210.245000000,56.071909800,1.000000000,saturated
2815,93.664855600,8429837,79.833333300,197,191.900000000,667.184599000,459.241210000,406088.796000000,208.843000000,55.871372900,1.000000000,saturated
2816,93.697711100,8432794,79.333333300,194,191.050000000,667.003027000,459.359264000,414820.981000000,209.202000000,56.221120500,1.000000000,saturated
2817,93.731044400,8435794,79.083333300,197,192.050000000,666.926004000,459.416474000,416152.381000000,205.942000000,56.273386000,1.000000000,saturated
2818,93.764377800,8438794,78.625000000,199,191.350000000,666.900760000,459.290939000,413079.203000000,205.697000000,56.150979800,1.000000000,saturated
2819,93.797711100,8441794,79.291666700,200,193.900000000,666.794432000,459.211977000,402752.000000000,206.398000000,55.841047500,1.000000000,saturated
2820,93.831044400,8444794,78.833333300,202,192.650000000,666.870884000,459.266387000,405518.818000000,208.843000000,56.168942500,1.000000000,saturated
2821,93.864377800,8447794,79.708333300,200,192.650000000,666.879811000,459.310716000,405211.018000000,208.142000000,56.142820900,1.000000000,saturated
2822,93.897711100,8450794,79.458333300,200,192.650000000,666.975572000,459.351033000,406553.618000000,208.843000000,56.199855000,1.000000000,saturated
2823,93.931044400,8453794,79.000000000,199,192.800000000,666.941998000,459.346875000,406850.818000000,208.843000000,56.132562600,1.000000000,saturated
2824,93.963900000,8456751,79.958333300,200,194.350000000,666.886264000,459.454252000,406994.818000000,208.142000000,56.218637300,1.000000000,saturated
2825,93.997233300,8459751,80.250000000,201,195.350000000,666.798662000,459.404780000,422556.181000000,207.572000000,56.819229300,1.000000000,saturated
2826,94.030566700,8462751,79.291666700,200,193.500000000,666.652739000,459.408273000,425615.181000000,207.572000000,56.812065700,1.000000000,saturated
2827,94.063900000,8465751,80.208333300,201,191.950000000,666.951487000,459.256615000,422535.403000000,206.871000000,56.731410900,1.000000000,saturated
2828,94.097233300,8468751,80.041666700,204,191.650000000,667.011293000,459.274735000,421164.803000000,207.686000000,56.735532600,1.000000000,saturated
2829,94.130566700,8471751,80.708333300,204,191.500000000,666.884009000,459.279586000,429321.197000000,207.686000000,56.912632700,1.000000000,saturated
2830,94.163900000,8474751,80.041666700,197,187.950000000,666.812500000,459.055426000,435226.000000000,206.871000000,56.918132500,1.000000000,saturated
2831,94.197233300,8477751,79.666666700,196,185.800000000,666.757212000,458.992609000,435231.980000000,206.871000000,56.854619500,1.000000000,saturated
2832,94.230077800,8480707,81.375000000,198,187.500000000,661.294767000,459.787116000,475943.821000000,206.512000000,59.383361000,1.000000000,saturated
2833,94.263411100,8483707,81.500000000,197,188.500000000,652.641670000,462.198884000,506798.000000000,207.213000000,60.586759300,1.000000000,saturated
2834,94.296744400,8486707,83.500000000,195,189.100000000,646.408668000,466.866254000,513901.005000000,207.686000000,61.527479200,1.000000000,saturated
2835,94.330077800,8489707,84.333333300,197,190.950000000,646.965007000,470.982260000,530000.976000000,208.159000000,62.242468400,1.000000000,saturated
2836,94.363411100,8492707,84.875000000,197,191.950000000,653.848787000,473.464016000,508026.377000000,212.348000000,60.903541600,1.000000000,saturated
2837,94.396744400,8495707,85.958333300,202,196.650000000,661.344007000,471.919570000,481383.820000000,209.903000000,58.854621300,1.000000000,saturated
2838,94.430077800,8498707,84.583333300,203,196.200000000,666.156164000,469.639635000,400545.403000000,208.142000000,55.386952700,1.000000000,saturated
2839,94.463411100,8501707,85.125000000,204,195.050000000,669.152644000,466.294616000,350583.003000000,205.811000000,53.481082200,1.000000000,saturated
2840,94.496266700,8504664,85.208333300,205,196.200000000,669.504066000,465.800613000,367509.983000000,208.387000000,53.793531600,1.000000000,saturated
2841,94.529600000,8507664,86.208333300,204,196.200000000,669.633896000,465.655548000,364668.583000000,207.686000000,53.613754200,1.000000000,saturated
2842,94.562933300,8510664,86.541666700,199,191.050000000,669.796659000,466.053302000,360326.000000000,206.871000000,53.369027000,1.000000000,saturated
2843,94.596266700,8513664,86.083333300,197,190.050000000,670.138766000,466.923607000,346785.183000000,204.409000000,52.597061400,1.000000000,saturated
2844,94.629600000,8516664,85.208333300,196,190.050000000,670.331641000,467.744440000,343031.000000000,208.729000000,52.376556200,1.000000000,saturated
2845,94.662933300,8519664,84.958333300,195,189.050000000,670.662725000,468.486835000,338329.816000000,207.572000000,51.751753100,1.000000000,saturated
2846,94.696266700,8522664,82.833333300,190,185.350000000,670.974866000,468.507837000,333904.616000000,206.056000000,51.503668500,1.000000000,saturated
2847,94.729600000,8525664,83.958333300,192,188.200000000,671.105837000,468.352262000,329394.000000000,205.942000000,51.410572100,1.000000000,saturated
2848,94.762466700,8528622,83.625000000,192,188.200000000,670.590911000,468.145132000,332792.203000000,208.501000000,52.274552900,1.000000000,saturated
2849,94.795800000,8531622,82.958333300,191,188.200000000,670.059717000,468.460832000,339403.384000000,208.615000000,52.929688700,1.000000000,saturated
2850,94.829133300,8534622,81.791666700,189,185.100000000,669.539499000,468.656317000,341732.403000000,205.697000000,53.252824100,1.000000000,saturated
2851,94.862466700,8537622,82.375000000,189,186.250000000,668.492361000,468.457518000,361145.383000000,204.540000000,53.875923700,1.000000000,saturated
2852,94.895800000,8540622,83.291666700,191,188.100000000,668.043455000,468.266568000,367643.017000000,207.099000000,54.559236200,1.000000000,saturated
2853,94.929133300,8543622,83.458333300,191,188.100000000,667.560821000,467.866519000,388995.017000000,205.583000000,54.995335200,1.000000000,saturated
2854,94.962466700,8546622,83.125000000,189,188.250000000,666.995723000,467.706447000,400127.997000000,206.985000000,55.870741700,1.000000000,saturated
2855,94.995800000,8549622,83.250000000,188,186.400000000,666.023980000,467.892762000,424515.000000000,203.839000000,56.606288900,1.000000000,saturated
2856,95.028644400,8552578,83.291666700,191,188.100000000,665.521292000,468.031439000,431380.000000000,205.355000000,56.769067900,1.000000000,saturated
2857,95.061977800,8555578,84.375000000,192,190.100000000,665.055235000,468.256631000,440236.801000000,204.654000000,57.073085000,1.000000000,saturated
2858,95.095311100,8558578,84.291666700,191,189.100000000,665.068410000,468.142394000,439955.801000000,205.469000000,56.947740200,1.000000000,saturated
2859,95.128644400,8561578,85.041666700,189,187.400000000,665.381348000,468.070393000,433284.001000000,206.170000000,56.684517700,1.000000000,saturated
2860,95.161977800,8564578,84.625000000,187,185.700000000,665.458766000,467.860059000,432250.181000000,206.398000000,56.504084600,1.000000000,saturated
2861,95.195311100,8567578,84.625000000,186,184.850000000,665.492011000,467.632414000,429160.002000000,205.697000000,56.184413400,1.000000000,saturated
2862,95.228644400,8570578,84.083333300,185,183.850000000,665.597261000,467.605669000,427506.602000000,204.654000000,56.123446000,1.000000000,saturated
2863,95.261977800,8573578,84.458333300,185,183.850000000,665.668577000,467.699654000,423495.602000000,206.871000000,56.059601000,1.000000000,saturated
2864,95.294833300,8576535,84.500000000,185,184.000000000,665.699922000,467.788302000,427536.781000000,206.398000000,56.110147900,1.000000000,saturated
2865,95.328166700,8579535,84.916666700,184,183.850000000,665.773183000,468.045226000,421587.581000000,208.387000000,55.866801700,1.000000000,saturated
2866,95.361500000,8582535,84.625000000,184,183.850000000,665.877782000,468.024203000,421125.381000000,207.800000000,55.876773300,1.000000000,saturated
2867,95.394833300,8585535,84.333333300,184,183.700000000,666.311168000,468.027975000,408580.203000000,206.740000000,55.480011000,1.000000000,saturated
2868,95.428166700,8588535,83.458333300,182,180.700000000,666.568728000,467.881286000,409332.582000000,207.213000000,55.511392000,1.000000000,saturated
2869,95.461500000,8591535,84.416666700,184,174.000000000,666.680667000,467.871679000,408749.782000000,205.811000000,55.504580200,1.000000000,saturated
2870,95.494833300,8594535,84.333333300,183,175.000000000,666.887660000,467.728139000,399599.798000000,206.985000000,55.204738000,1.000000000,saturated
2871,95.528166700,8597535,84.458333300,181,174.550000000,666.981309000,467.641761000,397774.797000000,206.284000000,55.167667900,1.000000000,saturated
2872,95.561022200,8600492,84.375000000,181,175.400000000,666.843417000,467.633235000,399444.000000000,206.284000000,55.206481200,1.000000000,saturated
2873,95.594355600,8603492,85.041666700,182,174.700000000,666.866529000,467.533148000,397824.000000000,206.284000000,55.195349300,1.000000000,saturated
2874,95.627688900,8606492,86.208333300,182,175.850000000,666.740572000,467.788594000,401262.003000000,205.338000000,55.315244900,1.000000000,saturated
2875,95.661022200,8609492,85.833333300,178,177.550000000,666.751800000,467.607841000,399509.203000000,205.338000000,55.229396600,1.000000000,saturated
2876,95.694355600,8612492,86.083333300,178,177.400000000,666.762209000,467.684195000,397096.000000000,206.039000000,55.147658500,1.000000000,saturated
2877,95.727688900,8615492,86.666666700,178,177.700000000,666.618102000,467.670431000,406834.000000000,208.615000000,55.580006900,1.000000000,saturated
2878,95.761022200,8618492,85.666666700,177,176.850000000,666.717043000,467.759551000,402560.982000000,208.615000000,55.409279400,1.000000000,saturated
2879,95.794355600,8621492,86.500000000,189,183.400000000,666.761552000,467.720059000,406018.000000000,209.544000000,55.524630100,1.000000000,saturated
